,label,CNN-CV-0,CNN-CV-1,CNN-TF-0,CNN-TF-1,CNN-W2V-0,CNN-W2V-1,CNN-GLOVE-0,CNN-GLOVE-1,CNN-FAST-0,CNN-FAST-1
45,0,0.448075,0.5484073,0.6337376,0.36602813,0.69765985,0.38741088,0.5696714,0.5013023,0.35288957,0.65513337
46,1,0.38709626,0.6102109,0.4404432,0.5695282,0.25777853,0.7428616,0.47219482,0.51724684,0.34545732,0.644969
47,0,0.4318977,0.56490076,0.56708086,0.43603134,0.37256265,0.61899066,0.5386993,0.49073276,0.47417727,0.48913062
48,1,0.438447,0.558486,0.47704163,0.53101945,0.36788017,0.6968049,0.50911653,0.48394826,0.41368288,0.57281816
49,1,0.39281186,0.60445035,0.43764642,0.57245004,0.27989215,0.72738934,0.48039058,0.5405055,0.22781417,0.76398927
50,1,0.39797926,0.5989052,0.45964956,0.5494178,0.21036303,0.7921084,0.48593906,0.50829875,0.3611283,0.6192726
51,1,0.47683427,0.51932275,0.52252,0.48271558,0.49791795,0.5086672,0.52908576,0.5030846,0.45836765,0.52882475
52,0,0.5167996,0.4785586,0.5719287,0.43042403,0.6557785,0.38183808,0.5849466,0.45696804,0.40713668,0.5648031
53,1,0.50009745,0.49531326,0.6583076,0.34041625,0.42820537,0.6206312,0.5274203,0.44886473,0.37206244,0.6168725
54,1,0.41188347,0.58483076,0.4388399,0.57121795,0.44881433,0.54530627,0.52518636,0.46240887,0.33087707,0.6506727
55,0,0.53341895,0.4621595,0.6312787,0.3693614,0.42701152,0.62320614,0.55814147,0.43910837,0.56518793,0.42776513
56,0,0.45090157,0.54578435,0.61471003,0.38769782,0.78158396,0.2687204,0.57018733,0.46330172,0.5057105,0.48256907
57,1,0.3921217,0.6051329,0.44536006,0.5645536,0.34405658,0.65697885,0.53280324,0.45296606,0.37167233,0.6555888
58,0,0.4185603,0.5781453,0.4557317,0.55355746,0.41416395,0.5938741,0.51680225,0.49570778,0.4181564,0.5555372
59,0,0.44136363,0.5553297,0.5161683,0.48988247,0.73761976,0.30257207,0.5690588,0.4465821,0.5095678,0.48517296
60,0,0.46934983,0.52675027,0.5362389,0.46835634,0.59225345,0.48408794,0.59623945,0.4355924,0.71233416,0.2730276
61,0,0.45731348,0.5391797,0.49484292,0.5125801,0.6551217,0.37059563,0.5356968,0.46265477,0.5815515,0.4011585
62,1,0.42575276,0.57065547,0.500527,0.5061153,0.44470212,0.5728167,0.6067512,0.5076919,0.407806,0.5860909
63,0,0.49531016,0.5007415,0.5577269,0.4457569,0.52839404,0.47869697,0.5917642,0.43349633,0.393778,0.60032755
64,0,0.5177434,0.47737822,0.5542826,0.44982404,0.7356332,0.35367528,0.53810227,0.4941118,0.5973818,0.40183866
65,1,0.39898327,0.5980797,0.44819173,0.5615333,0.21675426,0.76791966,0.54629165,0.49427512,0.39531848,0.5854059
66,1,0.39286858,0.6044425,0.4635692,0.5455146,0.26970175,0.75967765,0.5216065,0.5062545,0.35019177,0.6475102
67,0,0.4204078,0.57626194,0.52997744,0.47524905,0.53278357,0.46428418,0.505249,0.4833654,0.39246073,0.59836686
68,1,0.39983666,0.5971921,0.4893941,0.51770926,0.19256458,0.82771534,0.5787671,0.49018165,0.22661084,0.76176715
69,1,0.44244385,0.5540656,0.4936314,0.5138533,0.29011557,0.7084517,0.50458306,0.49843642,0.39529333,0.6195948
70,1,0.43524712,0.5615164,0.5750321,0.42804918,0.21758687,0.8094436,0.582132,0.46915182,0.2636289,0.72190374
71,1,0.44820127,0.5483739,0.54094964,0.463942,0.2630949,0.77605987,0.53093565,0.514817,0.44530064,0.5604972
72,0,0.7363651,0.25732708,0.81638455,0.17724141,0.80618626,0.22748825,0.5425872,0.4442032,0.4878382,0.5028548
73,0,0.48696616,0.5090793,0.5787836,0.42394,0.67943835,0.35574546,0.5358182,0.42035004,0.6921849,0.292817
74,0,0.69884026,0.29526374,0.7607161,0.23403352,0.80304563,0.24340066,0.52151334,0.4766535,0.63722396,0.35447133
75,1,0.41514006,0.5816587,0.49069515,0.516938,0.3993125,0.65906596,0.55949944,0.49058115,0.46084857,0.54279256
76,0,0.54979664,0.4452485,0.48132595,0.5263444,0.8984281,0.1444487,0.6574886,0.3156147,0.5067912,0.5001278
77,1,0.38988423,0.6073752,0.46223414,0.54649186,0.301704,0.7197894,0.47580412,0.534037,0.3890073,0.6093268
78,0,0.41510946,0.5817766,0.45953244,0.5495807,0.65102637,0.36123765,0.5451965,0.4821362,0.4816991,0.5090686
79,0,0.49357975,0.501938,0.64403147,0.35528672,0.60776335,0.41316944,0.58299226,0.4657237,0.4118254,0.56512105
80,1,0.39387906,0.60295945,0.46944913,0.53895456,0.2571566,0.7718072,0.54620534,0.5073088,0.2604041,0.7228235
81,0,0.42643693,0.5700071,0.52635515,0.47890544,0.619776,0.44414574,0.51508015,0.4675042,0.61314476,0.37133121
82,0,0.481399,0.51448125,0.55790263,0.4456066,0.745124,0.33963925,0.5443299,0.45876133,0.55791426,0.4259637
83,0,0.59884614,0.39613745,0.5899664,0.41238508,0.8147423,0.25049114,0.5231917,0.5212158,0.5691463,0.41266853
84,1,0.37446076,0.6233185,0.43769848,0.5723127,0.3261995,0.68653274,0.56838846,0.46500325,0.41619986,0.5693921
85,0,0.43279916,0.5636098,0.48140404,0.52681905,0.55084133,0.46533325,0.52874327,0.5055271,0.4284994,0.56104654
86,0,0.46604922,0.5306207,0.4981958,0.50831735,0.53781277,0.5374034,0.47014007,0.55551374,0.5084292,0.49168885
87,0,0.5136807,0.48173532,0.5285579,0.47633758,0.5776712,0.46140423,0.5365198,0.5297794,0.53027004,0.45686674
88,1,0.38209307,0.6154989,0.44504902,0.5647974,0.23973626,0.7803254,0.52164674,0.48345634,0.2919107,0.68573195
89,0,0.56382126,0.430802,0.54593986,0.4591733,0.7106156,0.36529726,0.66756463,0.48662174,0.65041924,0.31475186
90,0,0.4944005,0.50116956,0.5830965,0.41935027,0.73719174,0.292766,0.5016465,0.529954,0.5145008,0.4471054
91,1,0.42377335,0.5729569,0.4447594,0.565148,0.39749846,0.6035731,0.5144061,0.50492203,0.42409945,0.55945647
92,0,0.41270342,0.5841007,0.4518604,0.5573771,0.64684165,0.42080727,0.5334615,0.4666791,0.6073047,0.3866788
93,0,0.40565732,0.59126496,0.46802902,0.5407971,0.51489323,0.52236587,0.5273883,0.4817183,0.40841475,0.56122065
94,1,0.4033774,0.59364045,0.44445798,0.5653502,0.26847374,0.73031545,0.4923702,0.5378374,0.32667863,0.66138035
95,1,0.4116357,0.5851455,0.45780778,0.5512118,0.27717757,0.73602426,0.51338184,0.51904035,0.35026598,0.6308321
96,1,0.38549924,0.6117228,0.44028446,0.56983197,0.25695926,0.7732712,0.53243494,0.47037005,0.37317848,0.62812257
97,0,0.56437576,0.43044224,0.7250739,0.2700935,0.7420745,0.29354283,0.5639023,0.41620126,0.47897154,0.5171472
98,1,0.4434288,0.5531991,0.5511251,0.45281088,0.60268676,0.4503059,0.52343106,0.48635817,0.30922794,0.6854925
99,0,0.4694265,0.52697957,0.5315207,0.47323567,0.720779,0.3413241,0.52371967,0.47119755,0.3942565,0.58788157
100,0,0.4101085,0.586658,0.54571384,0.4591136,0.6172557,0.44658962,0.49309623,0.51445234,0.43529415,0.55281496
101,1,0.45817482,0.5384023,0.50328165,0.50274074,0.22788104,0.796474,0.5502152,0.4734929,0.44062257,0.5439835
102,0,0.57613707,0.4186392,0.71593535,0.2805491,0.80257416,0.23277953,0.5592284,0.47928673,0.75064075,0.23772976
103,0,0.4847578,0.51138365,0.55030227,0.45391357,0.728441,0.35759336,0.5333187,0.539909,0.41641754,0.5782663
104,0,0.42995226,0.56688726,0.5077937,0.49869245,0.64533067,0.380114,0.5382135,0.4964331,0.47795597,0.5091097
105,1,0.381528,0.61595976,0.5045288,0.50197333,0.3475365,0.7128073,0.5258496,0.44247797,0.4765321,0.50830215
106,0,0.49730054,0.4983639,0.539001,0.46617836,0.57818764,0.4238302,0.54244953,0.5175574,0.34002134,0.6369853
107,1,0.43627477,0.5605008,0.55707604,0.4468087,0.3620559,0.6552119,0.57075924,0.44757146,0.5116674,0.45098114
108,0,0.47646117,0.5195491,0.65921557,0.33886927,0.75461364,0.29768252,0.51890725,0.5238311,0.41029632,0.5969391
109,0,0.57266396,0.4219032,0.7572555,0.2385551,0.75501657,0.26357266,0.554742,0.4573333,0.42285943,0.5906099
110,0,0.48436272,0.5114789,0.65785336,0.3415348,0.7941898,0.27483594,0.52517164,0.47421214,0.61429095,0.37038958
111,0,0.4925118,0.5031183,0.5554523,0.44749644,0.77018,0.29565752,0.5873757,0.4901599,0.56559104,0.46270674
112,0,0.39904526,0.5979037,0.49701837,0.5098648,0.6665081,0.3714128,0.5321795,0.48764178,0.4193892,0.5689412
113,1,0.37688065,0.6208162,0.44759923,0.5619726,0.32084405,0.7103592,0.54908776,0.49760327,0.36653847,0.6181537
114,1,0.40653428,0.5902554,0.45075205,0.5585822,0.49626914,0.59697163,0.58507085,0.40763515,0.5236532,0.48948234
115,0,0.44029468,0.5562196,0.4875936,0.51995677,0.69371194,0.377164,0.5433053,0.5631887,0.45192045,0.5434907
116,0,0.47908473,0.5169475,0.5191414,0.48657587,0.6858438,0.37988168,0.5203829,0.52226895,0.55743957,0.4558045
117,1,0.39760667,0.59932375,0.44918898,0.56042856,0.1454429,0.8540096,0.5478437,0.4632334,0.2181603,0.7702222
118,1,0.4497504,0.5466296,0.45838448,0.5508829,0.3534335,0.700056,0.5602816,0.47085294,0.48834437,0.48358288
119,0,0.4311337,0.56565934,0.43968242,0.5704097,0.39392933,0.5900136,0.4988897,0.44133896,0.53508383,0.4514648
120,0,0.4839402,0.5120564,0.65672135,0.34230286,0.47826746,0.5622622,0.5361265,0.4665881,0.55258584,0.44981912
121,0,0.5229863,0.4721972,0.6161946,0.3849272,0.7304915,0.3026139,0.52430004,0.44121578,0.5911475,0.38926274
122,1,0.39216688,0.60501426,0.43724203,0.57280827,0.18709162,0.8034563,0.48518345,0.49120396,0.26587898,0.7303237
123,0,0.48122093,0.51491624,0.5482891,0.45617723,0.5326623,0.47868478,0.5091082,0.47014073,0.57839066,0.3896891
124,0,0.48777717,0.5077946,0.5233928,0.48213094,0.54907125,0.5068764,0.58110964,0.42304793,0.4377175,0.5564338
125,1,0.40641558,0.5903972,0.45664772,0.5527614,0.22811386,0.7726579,0.5443849,0.563166,0.26442483,0.73166317
126,0,0.526668,0.4686023,0.53063357,0.47474837,0.5590329,0.50135845,0.72545815,0.30961645,0.55629385,0.4347479
127,0,0.4688949,0.5271931,0.50587976,0.50050515,0.77543145,0.242129,0.5818528,0.41209358,0.5224262,0.4847334
128,1,0.39835152,0.5987458,0.47253975,0.53577274,0.2735166,0.72413254,0.47942376,0.5306924,0.36460054,0.6163584
129,0,0.45343196,0.54317194,0.5959122,0.4060321,0.52685094,0.50643784,0.5794116,0.44783425,0.59568036,0.38096362
130,0,0.40949064,0.58734107,0.4369921,0.5730156,0.6052912,0.39881116,0.52974427,0.45430416,0.48988155,0.5034776
131,0,0.46364906,0.53260285,0.51171184,0.49337754,0.77415,0.32983038,0.50787675,0.4929121,0.49174184,0.49483764
132,0,0.5989222,0.39607048,0.6798139,0.31827965,0.87362933,0.15980533,0.5609039,0.4341751,0.49909118,0.47927713
133,1,0.40451315,0.59236115,0.46301037,0.5460932,0.41620338,0.6002683,0.5897033,0.4072755,0.47231472,0.52825254
134,1,0.39745775,0.5995574,0.44245806,0.56746274,0.40881193,0.59372514,0.52177525,0.500411,0.35513836,0.63300055
135,0,0.4865472,0.50943106,0.6621864,0.33661819,0.6858623,0.32786408,0.49622378,0.5017343,0.49131346,0.50602734
136,1,0.403131,0.5937619,0.48055464,0.52730393,0.28357393,0.71366566,0.5065994,0.51844454,0.42236555,0.57984793
137,1,0.39058286,0.6067612,0.46426776,0.54461616,0.38768354,0.6222073,0.49128008,0.54443187,0.3454272,0.6493523
138,1,0.48284215,0.51326346,0.5484077,0.45584294,0.45054433,0.5986009,0.58070725,0.5220842,0.4434175,0.5673651
139,0,0.5237084,0.4716223,0.51643217,0.48938215,0.6087564,0.432345,0.51976615,0.5242597,0.46907136,0.5154056
140,0,0.48428467,0.5118315,0.55394053,0.45027184,0.61635876,0.419612,0.51676226,0.5231133,0.45458674,0.5256109
141,1,0.4186871,0.5779003,0.55235946,0.4516007,0.375965,0.6902944,0.5464315,0.4835041,0.36560017,0.6212531
142,0,0.47821537,0.51799446,0.62588143,0.3750086,0.511357,0.55540407,0.56159836,0.48051506,0.39331535,0.5719261
143,0,0.38097847,0.6167177,0.46016657,0.54893446,0.49050617,0.54618436,0.4772648,0.53498274,0.50105727,0.48720008
144,0,0.43058893,0.56624293,0.5194252,0.48671994,0.64393324,0.43689823,0.4773026,0.5329422,0.47870085,0.4971112
145,1,0.38347468,0.6140997,0.44365022,0.5663406,0.3905379,0.64170253,0.48787004,0.4878636,0.33319485,0.6617991
146,0,0.4263823,0.57043254,0.49851915,0.5083972,0.7239952,0.33515456,0.4775856,0.49821293,0.4198587,0.5543068
147,0,0.70720685,0.28636193,0.763608,0.23135692,0.8160036,0.19776696,0.559171,0.48744524,0.5331042,0.44911134
148,0,0.52693707,0.468426,0.5661883,0.43773383,0.39189887,0.6097509,0.5059633,0.5230595,0.49820107,0.4641264
149,1,0.39337626,0.6037461,0.44525588,0.56448317,0.33665213,0.7088275,0.553294,0.4863086,0.4021669,0.5889801
150,0,0.41910705,0.5776089,0.4482214,0.56143844,0.6907411,0.31313574,0.6418647,0.38551047,0.3910114,0.6105999
151,1,0.40688032,0.58997583,0.4525833,0.55694497,0.35221708,0.6386851,0.5289128,0.52320606,0.4214968,0.5476953
152,0,0.44713566,0.5492538,0.5264707,0.4786622,0.91464984,0.12755427,0.60298073,0.39231634,0.49078023,0.4775146
153,0,0.49514902,0.5004774,0.4711168,0.53706187,0.80682474,0.23875844,0.5954593,0.43692654,0.5609879,0.45268288
154,1,0.43299398,0.563795,0.5210291,0.48444796,0.15210578,0.8456993,0.55228144,0.4517481,0.3603246,0.6352953
155,1,0.40734273,0.5895206,0.45321745,0.5560176,0.42850557,0.6095976,0.5429512,0.46264517,0.47991621,0.5040537
156,0,0.5253542,0.47027388,0.53019,0.47514915,0.68805707,0.37456775,0.51200736,0.50333863,0.49241647,0.46094942
157,0,0.41267475,0.5840874,0.47977388,0.5276519,0.65930223,0.35486835,0.5165948,0.49765688,0.5865919,0.39489305
158,0,0.46348205,0.53293616,0.5758047,0.42730388,0.6139681,0.44156286,0.55821645,0.44979456,0.3723915,0.63063884
159,1,0.39199382,0.6052085,0.44463503,0.56519157,0.26910257,0.7588004,0.5847196,0.48054233,0.4857529,0.5037822
160,1,0.4167231,0.58007324,0.474446,0.5337054,0.22028172,0.78646785,0.53794575,0.4712926,0.23170263,0.75518847
161,1,0.4033854,0.5935417,0.46472412,0.54401416,0.25926512,0.71375686,0.5525653,0.4782801,0.3399158,0.6455333
162,0,0.43233466,0.5643273,0.54046774,0.46428478,0.6717361,0.37459052,0.5560848,0.42937613,0.4672861,0.52288973
163,0,0.43888503,0.55752265,0.53029305,0.47577113,0.6902894,0.39514175,0.55115765,0.44541723,0.5533251,0.41814458
164,0,0.4099728,0.5868562,0.4781066,0.52999145,0.46039483,0.58385134,0.5145514,0.45106646,0.47504935,0.521914
165,1,0.41772136,0.57884365,0.464986,0.54430443,0.45281982,0.5617349,0.4859518,0.51682067,0.42707616,0.5571522
166,0,0.41914585,0.5776367,0.47777492,0.53011173,0.72952676,0.3543764,0.5088303,0.48263454,0.3894596,0.6245615
167,1,0.41668823,0.5799952,0.5762364,0.42670336,0.44712323,0.6046213,0.5691266,0.46509194,0.4661313,0.52195203
168,0,0.4643556,0.53224874,0.44469842,0.5651632,0.5146693,0.5351547,0.52323943,0.49093083,0.5042687,0.5137005
169,0,0.56117076,0.43421295,0.6111043,0.38979286,0.723881,0.340913,0.5347364,0.48272228,0.48754,0.5114809
170,1,0.41018304,0.58646625,0.47424996,0.5339957,0.24275383,0.7606242,0.52497566,0.47972217,0.4104007,0.58399004
171,0,0.4825463,0.5134167,0.5550805,0.44871986,0.5774057,0.5292945,0.5040911,0.47401616,0.45375884,0.519242
172,0,0.4027353,0.59432375,0.55265903,0.45115596,0.7685025,0.3094097,0.5762445,0.468713,0.70788497,0.28929445
173,0,0.5188359,0.47614765,0.61059046,0.39153555,0.8077147,0.27648717,0.51416546,0.54803514,0.52297056,0.4707891
174,0,0.5968015,0.39817467,0.6844036,0.3132292,0.7117492,0.37076992,0.5530969,0.43948627,0.5347188,0.46347904
175,0,0.4133598,0.5834069,0.5803509,0.42235005,0.82325613,0.20852786,0.58411306,0.46367785,0.62101173,0.3775782
176,0,0.39561626,0.601543,0.45622918,0.55297834,0.6749632,0.36607754,0.5252188,0.47541848,0.42823422,0.5835721
177,0,0.41329443,0.5835673,0.53447944,0.47037953,0.5671002,0.4642791,0.5678479,0.4521451,0.58995336,0.36646217
178,1,0.4035166,0.59331423,0.45856267,0.55051696,0.24803948,0.7696009,0.5044002,0.5241156,0.46137282,0.55918705
179,1,0.49621212,0.49975568,0.50967914,0.49648115,0.40356922,0.60185903,0.51182693,0.49764135,0.43655998,0.56777185
180,1,0.49593657,0.49958575,0.5033525,0.503233,0.41562104,0.611487,0.54459834,0.48701355,0.42362168,0.5656489
181,1,0.4443704,0.5522537,0.50747854,0.49892312,0.6404005,0.42335987,0.6244745,0.39048648,0.51051223,0.48411357
182,0,0.39631692,0.60065037,0.49079254,0.5165857,0.5893953,0.44197562,0.5259972,0.46754918,0.4733495,0.50651675
183,0,0.54578215,0.4490768,0.5808372,0.42236194,0.5891923,0.4390774,0.5306949,0.491811,0.56545347,0.41749454
184,0,0.45914313,0.5372825,0.5622929,0.44124,0.7657064,0.25450134,0.556625,0.41762283,0.49974975,0.4949828
185,0,0.4085129,0.588382,0.56331563,0.4400772,0.48209107,0.5812831,0.57130474,0.4080369,0.5235385,0.46522388
186,0,0.5004006,0.49559364,0.52083766,0.48481607,0.6843193,0.33597532,0.78335524,0.3065464,0.60753983,0.3793899
187,0,0.43928882,0.5575627,0.5806459,0.4223172,0.5656373,0.5076225,0.57894343,0.49642393,0.49689272,0.48858508
188,0,0.4113288,0.5853747,0.5201285,0.48484364,0.74254465,0.35772908,0.5828225,0.4134774,0.32492685,0.6569251
189,0,0.411306,0.58566666,0.5077982,0.49843004,0.5751362,0.4792221,0.5347175,0.4716209,0.46273524,0.5265532
190,0,0.44654512,0.5501585,0.51536757,0.49044052,0.6493422,0.41645354,0.5659408,0.44400054,0.699046,0.28388566
191,0,0.43139338,0.5653413,0.56217754,0.44132465,0.5311888,0.5631312,0.48235825,0.5434436,0.52986526,0.45498466
192,1,0.39339793,0.60357416,0.47832996,0.52974397,0.22764987,0.797042,0.5780217,0.48728684,0.326321,0.66156703
193,0,0.573613,0.42161608,0.7312815,0.2643072,0.8637153,0.18663952,0.55467474,0.46634665,0.50718355,0.48282373
194,1,0.391748,0.60551107,0.4665868,0.54254735,0.2669211,0.74724257,0.5003535,0.5395255,0.31113678,0.67095894
195,0,0.42279366,0.5740482,0.54844326,0.45583332,0.3432866,0.68041474,0.5109273,0.49839455,0.4224829,0.565858
196,0,0.507495,0.48817843,0.60489315,0.3962281,0.59136087,0.42413992,0.524203,0.48709512,0.48511645,0.5117855
197,0,0.42527047,0.57154286,0.45881614,0.5502735,0.65768206,0.37470156,0.5244542,0.42229462,0.5191302,0.47386712
198,0,0.51067114,0.48466748,0.6096364,0.39212728,0.7242981,0.35985458,0.5662556,0.4190219,0.6391945,0.34375212
199,1,0.4501867,0.54645956,0.49475086,0.51274204,0.5752736,0.47284573,0.56946874,0.4350716,0.57007015,0.400056
200,0,0.48156273,0.51440215,0.56315154,0.44070393,0.73025477,0.3533736,0.58850574,0.4658835,0.524629,0.471933
201,1,0.42715758,0.5696093,0.5374876,0.46734893,0.4891031,0.55771905,0.594718,0.44168565,0.49560332,0.50958776
202,0,0.4887795,0.50726634,0.56087,0.4432738,0.728805,0.28600675,0.49878967,0.4722604,0.65870625,0.32730806
203,1,0.56037843,0.43463942,0.66386795,0.33537173,0.46633574,0.60314286,0.6048329,0.38075137,0.49567142,0.50324273
204,0,0.49575874,0.4998481,0.58137786,0.42123052,0.64145124,0.36684495,0.52219117,0.49473175,0.6007639,0.38946572
205,1,0.39344808,0.60358316,0.45137754,0.5581838,0.40465993,0.6143731,0.5947213,0.39569116,0.36926228,0.6240436
206,0,0.44519243,0.5513343,0.50045717,0.50592035,0.5484474,0.4990249,0.5245728,0.49290678,0.43192622,0.55303335
207,0,0.4354087,0.56128776,0.50893056,0.4977848,0.66905797,0.36839586,0.53772527,0.48843342,0.51855975,0.44945806
208,0,0.4528088,0.5438867,0.47511512,0.5332303,0.4844587,0.54640883,0.5114244,0.53055286,0.4956536,0.5170754
209,1,0.38511124,0.61227834,0.44015265,0.5699959,0.37311637,0.6670247,0.50133157,0.494806,0.2904837,0.69031084
210,1,0.42197227,0.57464415,0.48497587,0.52277935,0.31201458,0.71041375,0.5072088,0.4836423,0.3518082,0.63164175
211,0,0.41589776,0.58081365,0.46644157,0.5421707,0.5767931,0.440476,0.5384313,0.4590891,0.5779439,0.3799252
212,1,0.4000081,0.5970993,0.44969016,0.55971795,0.29630142,0.6701239,0.47744265,0.5404271,0.34651893,0.63035274
213,0,0.54820293,0.4470111,0.6757896,0.32275414,0.8030967,0.2646327,0.5412943,0.48188692,0.63563776,0.35894936
214,1,0.38319957,0.61424947,0.44092482,0.5692282,0.3700119,0.6395238,0.51181406,0.47870976,0.27870262,0.69941354
215,1,0.42637116,0.57031757,0.51606804,0.48953712,0.40183806,0.59506863,0.53636825,0.45162877,0.31345356,0.6465869
216,1,0.40319943,0.5936669,0.53178567,0.4735543,0.17939985,0.8330469,0.5605929,0.4401657,0.36331773,0.6365227
